label,message,message_length
0,real tho sucks cant even cook whole electricity im hungry,57
0,like spoiled,12
1,freemsgfav xmas tonesreply real,31
0,dont forget owns whos private property good boy always passionate kiss,70
0,hellogorgeous hows u fone charge lst nitw wen u texd hopeu ad nice wkend im sure u lookin 4ward 2 cin u 2mrw luv jaz,116
0,delhi chennai still silent,26
0,account number,14
0,cool let know kicks around ltgt ill day,39
1,thanks 4 continued support question week enter u in2 draw 4 £100 cash name new us president txt ans 80082,105
0,ha ha popped loo helloed hello,30
0,meeting da call,15
0,wen get spiritual deep thats great,34
0,hurry ive weeddeficient like three days,39
0,ill obey,8
0,important prevent dehydration giving enough fluids,50
0,mm umma ask vava also come tell play later together,51
0,hate turns fun shopping trip annoying day everything would look house,69
1,1 new message please call 08718738034,37
0,thanks talk saturday dear cherish brother role model,52
1,get garden ready summer free selection summer bulbs seeds worth £3350 scotsman saturday stop go2 notxtcouk,106
0,yahoo boys bring perf legal,27
0,ü send contents page,20
1,88066 lost £12 help,19
0,yeah probably earlier,21
0,frnd juz wordnot merely relationshipits silent promise says wherevr whenevr forevr gudnyt dear,94
0,neft transaction reference number ltgt rs ltdecimalgt credited beneficiary account ltgt lttimegt ltgt,101
1,dear voucher holder claim weeks offer pc please go httpwwwwtlpcouktext tscs apply,81
0,thats cool cum,14
0,today sorry day ever angry ever misbehaved hurt plz plz slap urself bcoz ur fault im basically good,99
0,born god said oh another idiot born god said oh competition knew one day two become freinds forever,99
0,derek done class,16
0,happen dear silent tensed,25
0,huh fast dat means u havent finished painting,45
0,r u saying order slippers cos pay returning,43
0,ltgt ish minutes 5 minutes ago wtf,34
0,probably money worries things coming due several outstanding invoices work two three months ago,95
0,mean left early check cos im working 96,39
0,thanks fills complete calm reassurance,38
0,fps,3
0,told coming wednesday,21
0,kkadvance happy pongal,22
0,wats da model num ur phone,26
0,shuhui say change 2 suntec steamboat u noe r u,46
0,usualiam fine happy amp well,28
0,going thru different feelingwavering decisions coping individualtime heal everything believe,92
0,prepare pleasured,17
0,famous quote develop ability listen anything unconditionally without losing temper self confidence means married,112
0,nothing lor bit bored dun u go home early 2 sleep today,55
0,go 4 e normal pilates intro,27
0,know complain num onlybettr directly go bsnl offc nd apply,58
1,claim 200 shopping spree call 08717895698 mobstorequiz10ppm,59
0,bad girl lady,13
0,ü login dat time dad fetching ü home,36
0,hows things quick question,26
1,ur cashbalance currently 500 pounds maximize ur cashin send go 86688 150pmeg cc 08718720201 hgsuite3422lands roww1j6hl,118
0,huh 6 also cannot many mistakes,31
0,sac score big hundredhe set batsman,35
0,yup n fren lor im meeting fren 730,34
0,aiyo u always c ex one dunno abt mei reply first time u reply fast lucky workin huh got bao ur sugardad ahgee,109
0,remember hurt days satanic imposter meneed pay priceso itmay destiny keep going u said pray get mind get,104
0,waking 4 afternoon sup,22
0,alright thanks advice enjoy night ima try get sleep,51
0,sorry meeting ill call later,28
0,tessypls favor pls convey birthday wishes nimyapls dnt forget today birthday shijas,83
0,nah im perpetual dd,19
0,sry dajst nw came home,22
0,im really sorry lit hair fire,29
0,imagine finally get sink bath put paces maybe even eat left also imagine feel cage cock surrounded bath water reminding always owns enjoy cuck,142
0,hiya u paying money account thanks got pleasant surprise checked balance u c dont get statements 4 acc,102
0,twenty past five said train durham already coz reserved seat,60
0,oh unintentionally bad timing great fingers trains play along give fifteen min warning,86
0,like peoples much shy pa,24
0,u sending home first ok lor im ready yet,40
0,also hi wesley howve,20
0,im realy soz imat mums 2nite 2moro,34
1,freemsg havent replied text im randy sexy female live local luv hear u netcollex ltd 08700621170150p per msg reply stop end,123
0,ugh cant u apologize admit u wrong ask take u back,50
1,ever thought living good life perfect partner txt back name age join mobile community 100psms,93
0,ela kanoil download come wen ur free,36
0,dont run away frm u walk slowly amp kills u dont care enough stop,65
0,come mahal bus stop ltdecimalgt,31
0,si si think ill go make oreo truffles,37
0,aint answerin phone actually pretty reasonable hour im sleepy,61
0,importantly discuss u,21
0,remember day,12
0,nofew hours beforewent hair cut,31
0,well wasnt available washob nobbing last night ask nickey platt instead,71
0,thanks love torch bold,22
0,yup thk cine better cos need 2 go 2 plaza mah,45
0,oh wow thats gay firmware update help,37
0,im good movie ok leave hourish,30
0,im town ill jus take mrt later,30
1,smsservices yourinclusive text credits pls goto wwwcomuknet login 3qxj9 unsubscribe stop extra charge help 08702840625comuk 220cm2 9ae,134
0,almost see u sec,16
0,yes think office lap room think thats last days didnt shut,58
0,ask u meeting da ge tmr nite,28
0,jus ans lar ull noe later,25
0,hey rite u put »10 evey mnth,28
0,ew one,6
0,theres someone year ltgt toyota camry like mr olayiwolas mileage ltgt kits clean need know much sell raise dough soon landing sell holla back,141
0,waiting e car dats bored wat cos wait outside got nothing 2 home stuff watch tv wat,83
1,tried call reply sms video mobile 750 mins unlimited text free camcorder reply call 08000930705 del thurs,105
0,said text one time,18
0,symptoms u love 1u like listening songs 2u get stopped u see name beloved 3u wont get angry,91
1,forwarded 21870000hi mailbox messaging sms alert 40 matches please call back 09056242159 retrieve messages matches cc100pmin,124
0,hi harishs rent transfred ur acnt,33
0,hiya stu wot u 2im much truble home moment evone hates even u wot hell av done wont u tell text bck please luv dan,114
0,honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack jokes gmgngegn,123
0,means still think teju,22
0,come slave going shell unconsciously avoiding making unhappy,60
0,pity mood soany suggestions,27
0,k sent,6
0,mark works tomorrow gets 5 work house meet u afterwards,55
0,im love im excited day spend make happy,39
0,good afternoon love good see words ym get tm smart move slave smiles drink coffee await,87
0,pls confirm time collect cheque,31
1,5p 4 alfie moons children need song ur mob tell ur m8s txt tone charity 8007 nokias poly charity polys zed 08701417012 profit 2 charity,135
0,ok thats great thanx lot,24
0,sorry ill call later ok bye,27
0,ok vldo u know got adsense approved,35
0,geeeee internet really bad today eh,35
1,chance reality fantasy show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call,116
0,yeah got 2 v apologetic n fallen actin like spoilt child got caught till 2 wont go badly cheers,95
0,todaysundaysunday holidayso work,32
0,thanks hope good day today,26
0,oh yah never cancel leh haha,28
1,100 dating service call 09064012103 box334sk38ch,48
0,ive got tea sure flavour,24
0,working ringing u thing whole houseful screaming brats pulling hair loving u,76
0,life alle moneeppolum oru pole allalo,37
0,hope alright babe worry might felt bit desparate learned job fake waiting come back love,88
1,valued customer pleased advise following recent review mob awarded £1500 bonus prize call 09066364589,101
0,holding,7
0,ok lor ned 2 go toa payoh 4 2 return smth u wan 2 send wat,58
0,eek thats lot time especially since american pie like 8 minutes long cant stop singing,86
0,u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleepsweet dreams,170
0,looks like u wil b getting headstart im leaving bout 230ish u r desperate company could head earlierwe goin meet rummer,119
0,alright new goal,16
0,im lip synced shangela,22
0,good swimsuit allowed,21
0,wat r u,7
0,making dinner,13
1,hottest pics straight phone see getting wet wanting xx text pics 89555 txt costs 150p textoperator g696ga 18 xxx,112
0,usually body takes care buy making sure doesnt progress pls continue talk saturday,82
1,urgent call 09061749602 landline complimentary 4 tenerife holiday £10000 cash await collection sae tcs box 528 hp20 1yf 150ppm 18,129
0,jot things want remember later,30
0,wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal,83
0,site simulate test gives tough questions test readiness,55
0,way ur home,11
0,onum ela pa normal,18
0,happened interview,18
0,number sir,10
0,im aight wats happening side,28
0,well imma definitely need restock thanksgiving ill let know im,62
0,alrite hunnywot u 2 2nite didnt end goin town jus da pub instead jus chillin da mo bedroomlove jen xxx,102
0,hey sexy buns day word morning ym think,39
0,ü go buy wif meet ü later,25
0,mmmmmm love youso much ahmad cant wait year begin every second takes closer side happy new year love,100
1,congratulations ur awarded 500 cd vouchers 125gift guaranteed free entry 2 100 wkly draw txt music 87066 tncs wwwldewcom1win150ppmx3age16,137
0,opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 matured 8 stylish 9 simple pls reply,101
0,great,5
0,sorry ill call later,20
0,day working dayexcept saturday sunday,37
0,b4 thursday,11
0,call,4
0,office na,9
0,mean come chase stated watch many movies want,45
0,good hear,9
1,tbspersolvo chasing us since sept for£38 definitely paying thanks information ignore kath manchester,100
0,darren saying dat u meeting da ge den dun meet 4 dinner cos later u leave xy feel awkward den u meet 4 lunch lor,112
0,yep pretty sculpture,20
0,youre done mean,15
0,although told u dat im baig face watches really like e watch u gave cos fr u thanx 4 everything dat uve done today im touched,125
0,dont want hear anything,23
0,nobody decide eat dad wants chinese,35
0,said look pretty wif long hair wat thk hes cutting quite short 4 leh,68
0,motivate behind every darkness shining light waiting find behind every best friend always trust love bslvyl,107
0,aaooooright work,16
0,hope thats result consistently intelligent kind start asking practicum links keep ears open best ttyl,101
0,wah lucky man save money hee,28
0,ltgt think say syllabus,23
0,wanted ask ü wait 4 finish lect cos lect finishes hour anyway,61
0,aight pick open tonight,23
0,im home n ready,15
0,ssindia going draw series many years south african soil,55
0,youll get headache trying figure u trust math promise,53
0,bloo bloo bloo ill miss first bowl,34
1,win winner mr foley ipod exciting prizes soon keep eye ur mobile visit wwwwin82050couk,86
0,kindly send one flat ltdecimalgt today,38
0,hey gave photo registered driving ah tmr wanna meet yck,55
0,know friend already told,24
1,natalja 25f inviting friend reply yes440 no440 see wwwsmsacunat27081980 stop send stop frnd 62468,97
0,alreadysabarish asked go,24
1,welcome ukmobiledate msg free giving free calling 08719839835 future mgs billed 150p daily cancel send go stop 89123,116
0,yup,3
0,tiime dont let hug dont break tears,35
0,surely dont forgot comei always touch,37
1,hot live fantasies call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call,107
0,put sign choose number pin show right,37
0,way home long dry spell season would,36
0,flippin shit yet,16
0,shhhhh nobody supposed know,27
0,ah well confuses things doesn‘t,31
0,bull plan go floating ikea without care world live mess another day,67
0,youre thinking lifting one,26
0,1 thing change sentence want 2 concentrate educational career im leaving,72
0,wherres boytoy,14
0,people see msgs think iam addicted msging wrong bcoz dont know iam addicted sweet friends bslvyl,96
0,hey tell blakes address carlos wanted meet got lost hes answering phone,71
0,u go phone gonna die stay,25
0,sounds great home,17
1,sms ac sptv new jersey devils detroit red wings play ice hockey correct incorrect end reply end sptv,100
0,cant get da laptop matric card wif ü lei,40
0,swt thought nver get tired little things 4 lovable persons cozsomtimes little things occupy biggest part hearts gud ni8,119
0,it‘s reassuring crazy world,27
0,120 call cost guess isnt bad miss ya need ya want ya love ya,60
0,uh heads dont much left,23
0,cant pick phone right pls send message,38
0,project pa come,15
0,hey anyway,10
1,hello need posh birds chaps user trial prods champneys put need address dob asap ta r,85
0,badrith chennaii surely pick usno competition,45
0,good thing im getting connection bw,35
0,depends individual lor e hair dresser say pretty parents say look gong u kaypoh also dunno wat collecting,105
0,oops shower u called hey parking garage collapsed university hospital see im crazy stuff like happen,100
0,sorry ill call later,20
0,er yeah b 1526 sorry tell pubcafe sit come wen u,48
0,kall bestcongrats,17
1,great news call freefone 08006344447 claim guaranteed £1000 cash £2000 gift speak live operator,95
1,mila age23 blonde new uk look sex uk guys u like fun text mtalk 6986618 30pptxt 1st 5free £150 increments help08718728876,121
0,good day toopray meremove teeth painful maintaining stuff,57
0,ure welcome caught u using broken english,41
0,cocksuckers makes feel better ipads worthless garbage novelty items feel bad even wanting one,93
0,sitting ard nothing lor u leh busy w work,41
0,sure ill see come bit,21
0,wat u,5
0,gam gone outstanding innings,28
0,wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal,83
1,complimentary 4 star ibiza holiday £10000 cash needs urgent collection 09066364349 landline lose box434sk38wp150ppm18,117
0,rajipls favour pls convey birthday wishes nimya pls today birthday,66
0,partys place usf charge contribute way greatly appreciated yeah got room one,76
0,marriage function,17
0,awesome minute,14
0,nope wif sis lor aft bathing dog bathe looks like going 2 rain soon,67
0,lol take member said aunt flow didnt visit 6 months cause developed ovarian cysts bc way shrink,95
0,sea lays rock rock envelope envelope paper paper 3 words,56
0,took mr owl 3 licks,19
0,ok good later come find ü c lucky told ü go earlier later pple take finish ü,76
0,miss much im desparate recorded message left day listen hear sound voice love,77
0,yes dont care cause know,24
0,hey happen de alright,21
0,guys leaving,12
0,sorry ill call later,20
0,aww thats first time u said u missed without asking missed u first love,71
0,ok im waliking ard u wan 2 buy anything go ur house,51
0,hows weather,12
0,good morning princess,21
0,sense foot penis,16
0,1 tension face 2 smiling face 3 waste face 4 innocent face 5terror face 6cruel face 7romantic face 8lovable face 9decent face ltgt joker face,141
0,problem talk later,18
0,ok,2
0,im bus love,11
0,cos darren say ü considering mah ask ü,38
0,dear ok,7
0,okok okthenwhats ur todays plan,31
0,id say thats good sign well know track record reading women,59
0,send pic like,13
1,want explicit sex 30 secs ring 02073162414 costs 20pmin gsex pobox 2667 wc1n 3xx,80
1,eerie nokia tones 4u rply tone title 8007 eg tone dracula 8007 titles ghost addamsfa munsters exorcist twilight wwwgetzedcouk pobox36504w45wq 150p,146
0,r still meeting 4 dinner tonight,32
0,hmm dunno leh mayb bag 4 goigng dat small jus anything except perfume smth dat keep,83
0,usually take fifteen fucking minutes respond yes question,57
0,tell pa pain de,15
0,like ltgt question,18
0,huh slow tot u reach long ago liao u 2 days 4 leh,49
0,ok msg u b4 leave house,23
0,much buzy,9
0,hmmm thought said 2 hours slave 3 late punish,45
0,omg could snow tonite,21
0,bishan lar nearer need buy early cos buy gotta park car,55
1,credits topped httpwwwbubbletextcom renewal pin tgxxrz,54
0,two teams waiting players,25
0,sfrom training manual show tech processits password reset troubleshooting,73
0,sometimes put walls around heartsnot safe getting hurt find cares enough break walls amp get closer goodnoon,108
1,congrats 1 year special cinema pass 2 call 09061209465 c suprman v matrix3 starwars3 etc 4 free bx420ip45we 150pm dont miss,123
0,dear got bus directly calicut,29
0,first gained ltgt kg since took second done blood sugar tests ok blood pressure within normal limits worries,108
0,vikky come around lttimegt,26
1,freemsg hey im buffy 25 love satisfy men home alone feeling randy reply 2 c pix qlynnbv help08700621170150p msg send stop stop txts,131
0,really dude friends im afraid,29
0,love aathilove u lot,20
0,cant talk nowi call candont keep calling,40
1,final chance claim ur £150 worth discount vouchers today text yes 85023 savamob member offers mobile cs savamob pobox84 m263uz £300 subs 16,139
0,lol knew saw dollar store,25
0,total video converter free download type google search,54
0,nvm im going wear sport shoes anyway im going late leh,54
0,ive reached home finally,24
0,ha don‘t know either clever simple thing pears day perfect christmas,68
0,dunno lei thk mum lazy go neva ask yet,38
0,thats cool want please,22
0,im going lunch,14
0,gifts trying get throw cliff something,38
0,sister cleared two round birla soft yesterday,45
1,marvel mobile play official ultimate spiderman game £450 ur mobile right text spider 83338 game send u free 8ball wallpaper,123
0,si think waste rr,17
0,let math good,13
0,kaiez enjoy ur tuition gee thk e second option sounds beta ill go yan jiu den msg u,83
0,know god created gap fingers one made comes amp fills gaps holding hand love,76
0,well im gonna finish bath goodfine night,40
0,webpage available,17
0,goodmorning today late ltgt min,31
0,wat time ü wan today,20
0,awesome ill see bit,19
0,trying find chinese food place around,37
0,thats love hear v see sundayish,31
0,guess ltgt min,14
0,derp worse dude always wants party dude files complaint three drug abusers lives,80
0,babes think got ur brolly left english wil bring 2mrw 4 u luv franxx,68
0,machan go gym tomorrow wil come late goodnight,46
0,see christmassy,15
0,dont run away frm u walk slowly amp kills u dont care enough stop,65
0,sorry ill call later,20
0,late said website didnt dont slippers,37
0,hoping would send message rent due dont enough reserves completely gone loan need hoping could balance ltgt way could get till mid march hope pay back,150
0,urgh coach hot smells chip fat thanks especially duvet predictive text word,75
0,sure since parents working tuesday dont really need cover story,63
0,im meeting call later,21
0,ok prob,7
0,always putting business put pictures ass facebook one open people ive ever met would think picture room would hurt make feel violated,133
0,dun b sad dun thk abt already concentrate ur papers k,53
0,ok come ur home half hour,25
0,hi di yijue meeting 7 pm esaplanade tonight,43
0,miss ya need ya want ya love ya,31
0,meeting u work tel shall work tomorrow,38
0,mm asked call radio,19
1,hmv bonus special 500 pounds genuine hmv vouchers answer 4 easy questions play send hmv 86688 infowww100percentrealcom,118
0,fact leave think addie goes back school tues wed,48
0,im cool ta luv vtired 2 cause doin loads planning wk got social services inspection nursery take care spk sn x,111
0,please tell car keys purse,26
0,miles smiles r made frm letters u know difference smile ur face keeps happy even though miles away u keep smiling good nyt,122
0,nothing ok anyway give treat,28
0,think ive fixed send test message,33
0,waiting 4 tv show 2 start lor u leh still busy ur report,56
0,didnt spring coming early yay,29
0,havent mus ask u 1st wat meet 4 lunch den u n meet already lor u wan 2 go ask da ge 1st confirm w asap,102
0,ur physics get,14
0,yeah hopefully tyler cant could maybe ask around bit,52
0,yunny im walking citylink ü faster come hungry,46
0,received understood n acted upon,32
0,smile pleasure smile pain smile trouble pours like rain smile sum1 hurts u smile becoz someone still loves see u smiling,120
0,cool want go kappa meet outside mu,34
0,nooooooo im gonna bored death day cable internet outage,55
0,e timing go w u lor,19
0,dear sleeping p,15
0,jokin oni lar ü busy wun disturb ü,34
0,wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob,108
0,buy,3
0,going dinnermsg,15
0,sno competition,15
1,urgent ur awarded complimentary trip eurodisinc trav acoentry41 £1000 claim txt dis 87121 186£150morefrmmob shracomorsglsuplt10 ls1 3aj,135
0,madamregret disturbancemight receive reference check dlf premaricakindly informedrgdsrakheshkerala,98
0,u r much close heart u go away shattered plz stay,49
0,okey dokey swashbuckling stuff oh,33
1,awarded sipix digital camera call 09061221061 landline delivery within 28days cs box177 m221bp 2yr warranty 150ppm 16 p p£399,125
0,tmr ü brin lar aiya later come n c lar mayb ü neva set properly ü got da help sheet wif ü,89
0,dear umma called,16
0,shes drinkin im ok,18
1,todays vodafone numbers ending 0089my last four digits selected received £350 award number matches please call 09063442151 claim £350 award,139
1,latest nokia mobile ipod mp3 player £400 proze guaranteed reply win 83355 norcorp ltd£150mtmsgrcvd18,100
0,really crashed cuddled sofa,27
0,freezing home yet remember kiss mom morning love think missing yet,66
0,tomorrow going theatre come wherever u call tell come tomorrow,62
1,88800 89034 premium phone services call 08718711108,51
0,eh den sat u book e kb liao huh,31
0,ever green quote ever told jerry cartoon person irritates u always one loves u vry much fails express gud nyt,109
1,ou guaranteed latest nokia phone 40gb ipod mp3 player £500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18,118
1,win year supply cds 4 store ur choice worth £500 enter £100 weekly draw txt music 87066 tscs wwwldewcomsubs161win150ppmx3,121
0,ok said ive got wisdom teeth hidden inside n mayb need 2 remove,63
0,cant pick phone right pls send message,38
0,want grasp pretty booty,23
0,nothing much chillin home super bowl plan,41
0,well know z take care worries,29
0,sorry got late start way,24
0,ltgt great loxahatchee xmas tree burning update totally see stars,65
0,lol u come ideas,16
0,driving training,16
0,either way works ltgt years old hope doesnt bother,50
0,vl bcum difficult,17
0,yup izzit still raining heavily cos im e mrt cant c outside,59
0,im arestaurant eating squid 1030 wanna dosomething late,55
1,registered subscriber yr draw 4 £100 gift voucher b entered receipt correct ans next olympics txt ans 80062,107
0,would ip address test considering computer isnt minecraft server,64
0,ard 530 like dat lor juz meet mrt station ü dun haf come,56
0,come home dont want u miserable,31
0,new theory argument wins situation loses person dont argue ur friends kick amp say im always correct,100
0,happy come noon,15
0,dont know oh,12
0,u definitely need module e humanities dis sem izzit u wan 2 take modules 1st,76
1,urgent 4 costa del sol holiday £5000 await collection call 09050090044 toclaim sae tc pobox334 stockport sk38xh cost£150pm max10mins,132
0,buzzzz grins buzz ass buzz chest buzz cock keep phone vibrator feel shake,73
0,u ask next sat make im ok lor,29
0,tiwary rcbbattle bang kochi,27
0,thk u dun haf 2 hint e forum already lor cos told ron n darren going 2 tell shuhui,82
0,watever relation u built dis world thing remains atlast iz lonlines lotz n lot memories feeling,95
0,good evening ttyl,17
0,dad back ph,11
0,sorry datoday wont come playi driving clas,42
0,2 students solved cat question xam 532 ltgt 924 ltgt 863 ltgt 725 tell answer u r brilliant1thingi got answr,108
0,yup paragon havent decided whether 2 cut yet hee,48
1,orange customer may claim free camera phone upgrade loyalty call 0207 153 9996 offer ends 14thmarch tcs apply optout availa,123
0,miserable dont tell u side effects birth control massive gut wrenching cramps first 2 months didnt sleep last night,115
1,selected stay 1 250 top british hotels nothing holiday worth £350 claim call london 02072069400 bx 526 sw73ss,109
0,hopeing wasn‘t pissed remember gone sisters something,53
0,mine like fr china noisy,24
0,kkyesterday cbe,15
0,ok least armands still around,29
0,lover need,10
0,thanx 4 time weve spent 2geva bin mint ur baby want uxxxx,58
0,ok feel like john lennon,24
0,didnt tell thatnow im thinking plus hes going stop runs,55
0,r u yet im wearing blue shirt n black pants,43
1,tried contact reply offer 750 mins 150 textand new video phone call 08002988890 reply free delivery tomorrow,108
0,cant u try new invention flyim joking,37
0,oh god happy see message 3 days,31
0,convey regards,14
0,haf enuff space got like 4 mb,29
0,think u wrong number,20
0,sorry ill call later ltgt mins,30
0,meet ü 5 4 depends ü wan 2 lor,30
0,asked call ok,13
0,wake since checked stuff saw true available spaces pls call embassy send mail,77
0,good morning plz call sir,25
1,think ur smart win £200 week weekly quiz text play 85222 nowtcs winnersclub po box 84 m26 3uz 16 gbp150week,107
0,meant middle left right,23
0,yo guess dropped,16
1,pdatenow double mins 1000 txts orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd8 08000839402 call2optoutyhl,138
1,449050000301 £2000 price claim call 09050000301,47
0,ü come n pick 530 ar,20
0,sent de webadres geting salary slip,35
0,boy best get yo ass quick,25
0,mum ive sent many many messages since got want know actually getting enjoy rest day,83
0,call unable cal lets meet bhaskar deep,38
0,pub,3
0,bring tat cd forget,19
1,private 2003 account statement 07815296484 shows 800 unredeemed sim points call 08718738001 identifier code 41782 expires 181104,128
0,gokila talking aha,18
1,sms ac jsco energy high u may know 2channel 2day ur leadership skills r strong psychic reply ans wquestion end reply end jsco,125
0,objection bf coming,19
0,im going buy mums present ar,28
1,urgent trying contact last weekends draw shows £900 prize guaranteed call 09061701851 claim code k61 valid 12hours,114
0,surly ill give coming review,28
1,know someone know fancies call 09058097218 find pobox 6 ls15hb 150p,67
1,free message activate 500 free text messages replying message word free terms conditions visit www07781482378com,112
0,give sec think think,20
0,idk im sitting stop shop parking lot right bawling eyes feel like im failure everything nobody wants feel like im failing,121
0,feel like trying kadeem v,25
0,tap spile seven pub gas st broad st canal ok,44
0,ill always even spirit ill get bb soon trying sure need,55
0,lol happens vegas stays vegas,29
0,oh lk tt den take e one tt ends cine lor dun wan yogasana oso,61
0,okie,4
0,gosh pain spose better come,27
0,still customer place,20
0,ah poop looks like ill prob send laptop get fixed cuz gpu problem,65
0,1appledayno doctor 1tulsi leafdayno cancer 1lemondayno fat 1cup milkdayno bone problms 3 litres watrdayno diseases snd ths 2 u care,131
0,pizza u want,12
0,greatest test courage earth bear defeat without losing heartgn tc,65
0,k addie amp art ill get home,28
0,done,4
0,tell theyre female v howre throwing deciding get,48
0,huh hyde park mel ah opps got confused anyway tts e best choice den juz take,76
0,havent planning buy later check already lido got 530 show e afternoon u finish work already,91
0,g wants know fuck,17
0,doesnt make sense take unless free need know wikipediacom,57
0,thank meet monday,17
0,aight sounds good want come,27
0,alex says hes ok ok,19
0,exam february 4 wish great day,30
0,hey girl r u hope u r well del r bak long time c give call sum time lucyxx,74
0,wont anything de,16
0,smith waste dai wanna gayle,27
0,beerage,7
0,u knw dis ltgt,14
0,ask say please message,22
0,guy car shop flirting got phone number paperwork called texted im nervous course may address call boss tell knowing may get fired,129
0,get ready moan scream,21
0,yup song bro creative neva test quality said check review online,64
0,lol well dont without could big sale together,45
0,networking job,14
0,still chance search hard get itlet try,38
0,juz remembered gotta bathe dog today,36
0,honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack jokes gmgngegn,123
0,hey iouri gave number im wylie ryans friend,43
0,said ü dun haf passport smth like dat ü juz send email account,62
0,might ax well im,16
1,buy space invaders 4 chance 2 win orig arcade game console press 0 games arcade std wap charge see o2coukgames 4 terms settings purchase,136
0,jolly good way give u tickets sat eve 730 speak x,49
0,able sleep,10
0,wot u wanna missy,17
0,supposed couldnt make shes still town though,44
1,check choose babe videos smsshsexnetun fgkslpopw fgkslpo,56
0,beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves goodmorning,103
0,best line said love wait till day forget u day u realize u cannot forget gn,75
0,guess got screwd,16
1,congrats 2 mobile 3g videophones r call 09063458130 videochat wid mates play java games dload polyph music noline rentl,119
0,dont use hook,13
0,wow didnt think common take back ur freak unless u chop,55
0,hes lag thats sad part keep touch thanks skype,46
0,taught ranjith sir called sms like becaus hes verifying project prabu told today pa dont mistake,96
0,tall princess,13
1,message important information o2 user today lucky day 2 find log onto httpwwwurawinnercom fantastic surprise awaiting,117
0,got looks scrumptious daddy wants eat night long,48
1,valued vodafone customer computer picked win £150 prize collect easy call 09061743386,85
0,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend,103
0,shall call dear food,20
0,26th july,9
0,playng 9 doors game gt racing phone lol,39
0,people see msgs think iam addicted msging wrong bcoz dont know iam addicted sweet friends bslvyl,96
0,go chase run shes crossing street,33
1,freemsg records indicate may entitled 3750 pounds accident claim free reply yes msg opt text stop,97
0,lay man let know missed thought great day send bimbo ugos numbers ill appreciate safe,85
0,anyone calls treadmill say youll buy make sure working found ad craigslist selling ltgt,87
1,xmas prize draws trying contact u todays draw shows £2000 prize guaranteed call 09058094565 land line valid 12hrs,113
1,hi lucy hubby meetins day fri b alone hotel u fancy cumin pls leave msg 2day 09099726395 lucy x calls£1minmobsmorelkpobox177hp51fl,130
0,probably wont eat today think im gonna pop weekend u miss,57
1,romantic paris 2 nights 2 flights £79 book 4 next year call 08704439680tscs apply,81
0,shall get pouch,15
0,cool ill text,13
0,whenever see still hook,23
0,hey im bored im thinking u wat r u,34
0,busy trying finish new year looking forward finally meeting,59
0,k tell anything,15
0,swhrt u deyhope ur ok tot u 2daylove n misstake care,52
1,hi sexychat girls waiting text text great night chatting send stop stop service,79
0,sorry ill call later,20
1,u secret admirer looking 2 make contact ufind rreveal thinks ur specialcall 09058094599,87
1,want new video phone 600 anytime network mins 400 inclusive video calls downloads 5 per week free deltomorrow call 08002888812 reply,132
0,ok wahala remember friend need,30
0,first strike red one bird antelope begin toplay fieldof selfindependence believe flower contention growrandom,109
1,orange brings ringtones time chart heroes free hit week go ringtones pics wap stop receiving tips reply stop,108
0,yoyyooo u know change permissions drive mac usb flash drive,59
0,dear call,9
0,yeah fact asked needed anything like hour ago much,50
0,ok let u noe leave house,24
0,dunno da next show aft 6 850 toa payoh got 650,46
1,congratulations u claim 2 vip row tickets 2 c blu concert november blu gift guaranteed call 09061104276 claim tscs wwwsmsconet cost£375max,138
0,yeah sure give couple minutes track wallet,42
0,sorry lot friendofafriend stuff im talk actual guy wants buy,60
0,,0
0,ok days making dinner tonite invited,36
0,havent still waitin usual ü come back sch oredi,47
0,ok lor sony ericsson salesman ask shuhui say quite gd 2 use considering,71
1,u win £100 music gift vouchers every week starting txt word draw 87066 tscs wwwidewcom skillgame 1winaweek age16 150ppermesssubscription,136
0,meet soon princess ttyl,23
1,u get 2 phone wanna chat 2 set meet call 09096102316 u cum 2moro luv jane xx calls£1minmoremobsemspobox45po139wa,112
0,really getting hanging around,29
0,say slowly godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspls,107
0,yun ahnow ü wkg wherebtw ü go nus sc ü wana specialise wad,58
0,call later dont network urgnt sms,33
0,nosy guess idk reacting im freaked,34
